
[2021-08-24 19:08:02.403]  Time, Sensor1, Sensor2, Sensor3,  Sensor4, Sensor5
[2021-08-24 19:08:02.405] ,664,658,611,565,618,,664,657,612,565,618,,664,658,612,565,618,,664,657,612,565,617,,663,658,610,565,618,,664,657,611,566,618,,663,657,611,565,618,,664,657,611,564,617,,664,657,611,565,618,,664,656,611,564,616,,663,657,611,564,617,,663,656,611,564,618,,663,656,610,564,617,,663,656,610,563,617,,663,656,609,563,616,,662,655,609,562,615,,661,654,607,560,614,,662,654,608,560,615,,654,649,602,551,609,,642,639,591,542,602,,574,585,530,507,570,,588,593,538,513,572,,586,593,538,514,576,,575,587,533,510,575,,577,589,534,512,577,,579,591,536,516,579,,581,592,538,519,581,,580,591,537,518,580,,580,591,537,519,580,,580,592,537,519,581,,580,591,536,519,581,,580,591,536,517,579, Time, Sensor1, Sensor2, Sensor3,  Sensor4, Sensor5
[2021-08-24 19:08:09.506] ,573,586,530,511,575,,569,582,526,507,570,,565,579,523,504,568,,555,571,515,498,562,,552,568,514,497,560,,542,562,504,493,556,,542,561,503,492,555,,542,561,502,491,556,,545,565,507,495,560,,550,569,510,501,563,,650,654,616,604,653,,660,662,625,615,661,,661,663,624,616,662,,662,661,627,616,663,,661,662,627,614,663,,661,662,626,616,663,,661,663,627,615,662,,662,663,627,616,663,,657,659,622,612,659,
